"id","WT-1_fpkm","WT-2_fpkm","WT-3_fpkm","KO-1_fpkm","KO-2_fpkm","KO-3_fpkm","WT-12h-1_fpkm","WT-12h-2_fpkm","WT-12h-3_fpkm","WT-24h-1_fpkm","WT-24h-2_fpkm","WT-24h-3_fpkm","KO-12h-1_fpkm","KO-12h-2_fpkm","KO-12h-3_fpkm","KO-24h-1_fpkm","KO-24h-2_fpkm","KO-24h-3_fpkm","WT-1_count","WT-2_count","WT-3_count","KO-1_count","KO-2_count","KO-3_count","WT-12h-1_count","WT-12h-2_count","WT-12h-3_count","WT-24h-1_count","WT-24h-2_count","WT-24h-3_count","KO-12h-1_count","KO-12h-2_count","KO-12h-3_count","KO-24h-1_count","KO-24h-2_count","KO-24h-3_count","Symbol","Description","KEGG_A_class","KEGG_B_class","Pathway","K_ID","GO Component","GO Function","GO Process"
"C2R79_RS07010",22.28,20.68,25.43,43.63,39.86,44.19,8.6,10.11,8.95,3.64,2.68,5.61,12.03,1.43,7.11,7.05,3.44,0,25,22,49,32,41,31,18,14,14,7,5,12,9,1,6,8,3,0,"rpsQ","30S ribosomal protein S17 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02961","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding","-"
"C2R79_RS07015",132.36,127.67,131.06,222.77,194.61,257.09,364.1,362.28,374.47,163.01,186.82,163.62,442.51,361.09,388.09,259.98,218.04,243.29,210,192,357,231,283,255,1078,709,828,443,493,495,468,357,463,417,269,319,"rplN","RecName: Full=50S ribosomal protein L14 [Helicobacter pylori Shi470] [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02874","GO:0044391//ribosomal subunit","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07020",11.52,18.79,18.31,30.46,20.57,23.46,8.98,5.95,12.78,2.45,3.15,3.85,22,10.09,5.57,5.18,4.04,5.07,11,17,30,19,18,14,16,7,17,4,5,7,14,6,4,5,3,4,"rplX","RecName: Full=50S ribosomal protein L24 [Helicobacter pylori Shi470] [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02895","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07025",502.63,509.62,476.36,780.81,736.61,763.13,344.45,385.73,350.27,246.44,172.35,190.32,392.99,332.89,331.39,238.06,221.31,213.38,1180,1134,1920,1198,1585,1120,1509,1117,1146,991,673,852,615,487,585,565,404,414,"rplE","50S ribosomal protein L5 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02931","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07030",18.76,26.38,30.59,68.88,46.38,74.01,28.81,10.14,9.87,8.76,8.27,12.46,20.63,18.06,28.27,13.61,9.65,10.59,15,20,42,36,34,37,43,10,11,12,11,19,11,9,17,11,6,7,"rpsZ","type Z 30S ribosomal protein S14 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02954","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity;GO:0046914//transition metal ion binding","GO:0010467//gene expression"
"C2R79_RS07035",317.14,286.89,322.59,404.39,442.13,331.63,2301.89,2555.89,2580.35,1474.02,1509.16,1374.91,2686.35,2565.43,2596.2,1790.46,1722.86,1825.67,540,463,943,450,690,353,7314,5368,6123,4299,4274,4464,3049,2722,3324,3082,2281,2569,"rpsH","30S ribosomal protein S8 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02994","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07040",337.38,322.13,325.67,497.01,521.67,550.07,885.41,864.8,832.23,557.27,474.43,464.93,975.23,966.76,939.4,721.86,685.1,725.3,779,705,1291,750,1104,794,3815,2463,2678,2204,1822,2047,1501,1391,1631,1685,1230,1384,"rplF","50S ribosomal protein L6 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02933","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07045",179.8,181.45,146.09,246.21,255.17,256.36,171.76,200.7,211.29,106.11,97.53,102.15,260.94,213.27,218.33,181.08,142.43,142.68,276,264,385,247,359,246,492,380,452,279,249,299,267,204,252,281,170,181,"rplR","50S ribosomal protein L18 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02881","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07050",385.52,369.71,415.24,683.67,680.66,796.01,1285.32,1327.06,1318.14,425.68,465.15,401.34,1409.74,1328.98,1419.69,743.53,631.21,655.38,736,669,1361,853,1191,950,4579,3125,3507,1392,1477,1461,1794,1581,2038,1435,937,1034,"rpsE","30S ribosomal protein S5 [Helicobacter pylori PeCan4] [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02988","GO:0044391//ribosomal subunit","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0009636//response to toxic substance;GO:0010467//gene expression"
"C2R79_RS07055",209.43,207.53,235.89,358.52,378.72,337.79,1388.92,1459.15,1352.49,576.21,668.18,610.14,1399.07,1460.4,1431.84,893.32,873.5,831.66,362,340,700,405,600,365,4480,3111,3258,1706,1921,2011,1612,1573,1861,1561,1174,1188,"rplO","ribosomal protein L15 [Helicobacter pylori GAM270ASi] [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02876","GO:0044391//ribosomal subunit","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07060",447.83,422.55,430.1,764.41,763.25,752.01,8577.7,8516.52,8470.15,2913.27,3096.81,3248.9,8606.73,8628.15,9155.43,5851.69,5956.24,5669.61,2432,2175,4010,2713,3799,2553,86926,57048,64104,27099,27972,33643,31156,29198,37386,32126,25151,25445,"secY","preprotein translocase subunit SecY [Helicobacter pylori]","Environmental Information Processing;Genetic Information Processing;Cellular Processes","Membrane transport;Folding, sorting and degradation;Cellular community - prokaryotes","ko03070//Bacterial secretion system;ko03060//Protein export;ko02024//Quorum sensing","K03076;K03076;K03076","GO:0031224//intrinsic component of membrane","-","GO:0006886//intracellular protein transport"
"C2R79_RS07065",230.74,265.66,246.75,496.9,517.48,566.34,1178.43,1143.92,1075.75,438.16,476.55,434.57,1307.23,1392.97,1375.19,952.52,901.63,946.93,756,825,1388,1064,1554,1160,7205,4623,4912,2459,2597,2715,2855,2844,3388,3155,2297,2564,"map","type I methionyl aminopeptidase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07070",53.1,78.43,43.92,123.49,130.93,127.41,18.21,5.17,15.24,8.68,3.19,5.57,27.08,11.93,14.12,15.76,4.1,10.28,50,70,71,76,113,75,32,6,20,14,5,10,17,7,10,15,3,8,"infA","translation initiation factor IF-1 [Helicobacter pylori]","-","-","-","-","GO:0044424//intracellular part","GO:0008135//translation factor activity, RNA binding","GO:0006412//translation"
"C2R79_RS07075",0,2.15,1.19,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rpmJ","RecName: Full=50S ribosomal protein L36 [Helicobacter pylori Shi470] [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02919","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07080",399.15,400.84,435.88,640.16,688.54,591.35,1016.96,1044.03,1051.4,391.63,424.49,366.91,1121.67,1050.78,1150.27,584.32,488.62,525.63,623,593,1168,653,985,577,2962,2010,2287,1047,1102,1092,1167,1022,1350,922,593,678,"rpsM","30S ribosomal protein S13 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02952","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07085",302.46,322.82,301.38,574.23,536.33,589.98,265.31,244.73,252.85,88.46,98.16,87.47,330.4,300.65,317.89,112.7,106.5,119.39,515,521,881,639,837,628,843,514,600,258,278,284,375,319,407,194,141,168,"rpsK","30S ribosomal protein S11 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02948","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07090",574.57,589.36,587.67,1028.42,1048.98,1066.84,962.06,965.9,910.8,469.49,421.94,400.72,1060.05,963.12,962.42,552.57,510.43,608.62,1549,1506,2720,1812,2592,1798,4840,3212,3422,2168,1892,2060,1905,1618,1951,1506,1070,1356,"rpsD","30S ribosomal protein S4 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02986","GO:0044391//ribosomal subunit","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07095",701.31,740.38,746.3,1389.74,1435.44,1326,3902.68,3552.74,3700.43,1130.31,1162.67,1143.67,3854.41,3642.08,3881.28,2037.8,1970.61,2142.6,3121,3123,5702,4042,5855,3689,32410,19502,22950,8616,8606,9705,11434,10100,12988,9168,6819,7880,"rpoA","DNA-directed RNA polymerase subunit alpha [Helicobacter pylori]","Genetic Information Processing","Transcription","ko03020//RNA polymerase","K03040","-","-","-"
"C2R79_RS07100",351.18,327.16,360.86,735.04,793.04,751.48,163.33,148.26,173.54,50.29,69.32,51.08,190.85,168,194.74,114.7,84.36,93,530,468,935,725,1097,709,460,276,365,130,174,147,192,158,221,175,99,116,"rplQ","50S ribosomal protein L17 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02879","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07105",22.31,21.94,24.23,96.63,106.04,91.34,73.56,55.8,52.37,32.68,27.06,35.5,83.4,64.93,68.9,38.16,42.8,35.69,59,55,110,167,257,151,363,182,193,148,119,179,147,107,137,102,88,78,"--","thiamine diphosphokinase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00730//Thiamine metabolism","K00949;K00949","-","-","-"
"C2R79_RS07110",77.52,77.72,73.96,329.02,312.3,310.86,969.6,892.13,979.39,861.16,968.25,899.58,898.3,944.03,910.62,447.27,441.66,453.75,221,210,362,613,816,554,5158,3137,3891,4205,4591,4890,1707,1677,1952,1289,979,1069,"pnuC","nicotinamide riboside transporter PnuC [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07115",543.02,522.49,521.66,444.69,390.08,388.45,317.74,328.02,337.57,481.11,507.81,488.61,386.07,366.97,373.79,484.27,518.54,446.76,1534,1399,2530,821,1010,686,1675,1143,1329,2328,2386,2632,727,646,794,1383,1139,1043,"tenA","thiaminase II [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00730//Thiamine metabolism","K03707;K03707","-","-","-"
"C2R79_RS07120",81.34,91.62,90.8,82.97,96.14,96.23,1500.79,1479.89,1573.68,827.78,762.81,776.02,1471.86,1248.15,1475.49,889.2,878.78,943.19,192,205,368,128,208,142,6611,4309,5177,3347,2995,3493,2316,1836,2619,2122,1613,1840,"VCM66_A0498","polyisoprenoid-binding protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07125",80.99,81.13,94.35,194.81,173.98,161.31,1323.31,1304.52,1353.15,2319.64,2140.05,2133.61,1370.07,1390.23,1357.04,1820.16,1886.62,1898.63,257,244,514,404,506,320,7836,5106,5984,12608,11295,12910,2898,2749,3238,5839,4655,4979,"--","5'-nucleotidase, lipoprotein e(P4) family [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07130",34.7,42.86,37.99,37.3,33.55,32.67,236.79,185.88,217.31,234.37,246.51,243.47,179.89,188.55,172.9,140.99,128.79,139.78,158,185,297,111,140,93,2012,1044,1379,1828,1867,2114,546,535,592,649,456,526,"HI_0523","glycosyltransferase family 9 protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07140",10.83,7.02,8.65,18.7,18.4,22.03,74.55,70.63,81.83,34.69,33.49,31.65,81.48,63.32,83.96,42.09,47.96,43.44,70,43,96,79,109,89,899,563,737,384,360,390,351,255,408,275,241,232,"trpE","anthranilate synthase component I [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Cellular Processes;Cellular Processes;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Cellular community - prokaryotes;Cellular community - prokaryotes;Biosynthesis of other secondary metabolites","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01230//Biosynthesis of amino acids;ko00400//Phenylalanine, tyrosine and tryptophan biosynthesis;ko02024//Quorum sensing;ko02025//Biofilm formation - Pseudomonas aeruginosa;ko00405//Phenazine biosynthesis","K01657;K01657;K01657;K01657;K01657;K01657;K01657","-","-","-"
"C2R79_RS07145",20.28,12.58,12.27,33.46,31.66,30.53,50.92,37.07,39.65,23.21,20.08,19.18,58.45,31.26,43.88,23.6,19.43,30.79,51,30,53,55,73,48,239,115,139,100,84,92,98,49,83,60,38,64,"trpG","aminodeoxychorismate/anthranilate synthase component II [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Cellular Processes;Cellular Processes;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Cellular community - prokaryotes;Cellular community - prokaryotes;Biosynthesis of other secondary metabolites","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01230//Biosynthesis of amino acids;ko00400//Phenylalanine, tyrosine and tryptophan biosynthesis;ko02024//Quorum sensing;ko02025//Biofilm formation - Pseudomonas aeruginosa;ko00405//Phenazine biosynthesis","K01658;K01658;K01658;K01658;K01658;K01658;K01658","-","-","-"
"C2R79_RS07150",23.76,27.75,23.92,53.31,49.59,49.09,192.14,155.25,185.26,109.92,139,128.26,212.18,216.6,207.12,195.36,188.13,195.15,103,114,178,151,197,133,1554,830,1119,816,1002,1060,613,585,675,856,634,699,"trpD","anthranilate phosphoribosyltransferase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01230//Biosynthesis of amino acids;ko00400//Phenylalanine, tyrosine and tryptophan biosynthesis","K00766;K00766;K00766;K00766","-","-","-"
"C2R79_RS07155",11.98,14.44,10.87,21.47,21.66,23,215.15,164.82,205.56,88.02,102.79,96.57,185.36,168.9,200.96,119,113.57,147.85,70,80,109,82,116,84,2346,1188,1674,881,999,1076,722,615,883,703,516,714,"trpC","bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01230//Biosynthesis of amino acids;ko00400//Phenylalanine, tyrosine and tryptophan biosynthesis","K13498;K13498;K13498;K13498","-","-","-"
"C2R79_RS07160",27.55,26.78,24.76,41.85,38.43,40.29,55.78,52.8,47.16,35.15,31.23,39.62,68.48,63.15,60.18,56.44,58.2,61.9,140,129,216,139,179,128,529,331,334,306,264,384,232,200,230,290,230,260,"trpB","tryptophan synthase subunit beta [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Amino acid metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01230//Biosynthesis of amino acids;ko00400//Phenylalanine, tyrosine and tryptophan biosynthesis;ko00260//Glycine, serine and threonine metabolism","K01696;K01696;K01696;K01696;K01696","-","-","-"
"C2R79_RS07165",96.39,93.61,88.94,134.41,139.9,123.54,948.39,890.17,953.28,604.72,660.68,680.64,885.29,928.56,905.15,856.94,975.4,1013.32,327,301,518,298,435,262,6004,3725,4507,3514,3728,4403,2002,1963,2309,2939,2573,2841,"trpA","tryptophan synthase subunit alpha [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Amino acid metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01230//Biosynthesis of amino acids;ko00400//Phenylalanine, tyrosine and tryptophan biosynthesis;ko00260//Glycine, serine and threonine metabolism","K01695;K01695;K01695;K01695;K01695","-","-","-"
"C2R79_RS07170",1.23,0,1.79,0.94,0.67,1.97,0.99,0.5,0,0.36,0.37,1.61,0,0,0.82,1.22,0,0,2,0,5,1,1,2,3,1,0,1,1,5,0,0,1,2,0,0,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07175",44.25,47.22,48.2,60.99,64.86,60.25,33.58,27.25,31.63,14.59,10.56,10.98,46.37,35.24,41.1,17.54,13.68,18.6,262,265,490,236,352,223,371,199,261,148,104,124,183,130,183,105,63,91,"algC","phosphomannomutase/phosphoglucomutase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Nucleotide metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Biosynthesis of other secondary metabolites","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko00230//Purine metabolism;ko00520//Amino sugar and nucleotide sugar metabolism;ko00010//Glycolysis / Gluconeogenesis;ko00030//Pentose phosphate pathway;ko00051//Fructose and mannose metabolism;ko00052//Galactose metabolism;ko00500//Starch and sucrose metabolism;ko00521//Streptomycin biosynthesis","K15778;K15778;K15778;K15778;K15778;K15778;K15778;K15778;K15778;K15778;K15778","-","-","-"
"C2R79_RS07180",6.65,4.68,6.23,14.16,16.2,14.5,139.15,98.03,127.03,23.19,22.96,21.9,180.52,138.49,173.88,44.73,35.84,51.69,69,46,111,96,154,94,2693,1254,1836,412,396,433,1248,895,1356,469,289,443,"--","tetratricopeptide repeat protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07185",84.63,89.12,90.4,165.25,165.2,176.29,2078.36,1669.04,1853.6,681.57,705.03,704.73,2534.67,2510.7,2772.53,1462.16,1184.23,1571.79,536,535,983,684,959,698,24564,13039,16361,7394,7427,8511,10701,9909,13204,9362,5832,8227,"nuoN","NADH-quinone oxidoreductase subunit NuoN [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00343;K00343","-","-","-"
"C2R79_RS07190",88.1,87.53,83.71,174.35,181.69,177.19,1254.65,1033.16,1124.47,407.78,421.3,410.13,1584.22,1529.75,1683.74,903.17,749.99,1017.06,583,549,951,754,1102,733,15493,8433,10370,4622,4637,5175,6988,6308,8378,6042,3859,5562,"nuoM","NADH-quinone oxidoreductase subunit M [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00342;K00342","-","-","-"
"C2R79_RS07195",243.57,235.5,244.85,898.84,900.87,887.89,1950.38,1510.45,1747.86,1253.46,1321.33,1335.48,2954.54,2738.18,2965.13,2763.64,2048.5,2993.7,1926,1765,3324,4645,6529,4389,28779,14732,19261,16977,17378,20136,15573,13492,17630,22092,12595,19563,"nuoL","NADH-quinone oxidoreductase subunit L [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00341;K00341","-","-","-"
"C2R79_RS07200",148.91,177.35,180.17,367.6,324.93,365.89,301.09,275.67,292.46,198.51,187.36,173.49,479.02,397.86,478.74,347.74,248.76,313,194,219,403,313,388,298,732,443,531,443,406,431,416,323,469,458,252,337,"nuoK","NADH-quinone oxidoreductase subunit NuoK [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00340;K00340","GO:0031224//intrinsic component of membrane","GO:0003954//NADH dehydrogenase activity;GO:0048037//cofactor binding","GO:0022904//respiratory electron transport chain;GO:0051234//establishment of localization"
"C2R79_RS07205",334.24,327.61,330.64,604.12,567.11,634.95,2234.95,1890.3,1960.94,1222.01,1287.74,1277.66,2793.74,2719.29,3018.02,2137.94,1744.49,2106.29,789,733,1340,932,1227,937,9845,5504,6451,4941,5056,5751,4396,4000,5357,5102,3202,4109,"nuoJ","NADH-quinone oxidoreductase subunit J [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00339;K00339","-","-","-"
"C2R79_RS07210",553.54,549.96,523.27,1017.13,1018.04,1037.53,2197.67,1928.15,2078.6,1441.54,1516.81,1500.77,3130.09,3210.95,3231.04,2503.87,2223.64,2436.42,1578,1486,2561,1895,2660,1849,11691,6780,8258,7039,7192,8158,5948,5704,6926,7216,4929,5740,"nuoI","NADH-quinone oxidoreductase subunit NuoI [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00338;K00338","-","-","-"
"C2R79_RS07215",497.8,463.23,484.94,943.21,888.62,941.34,2734.32,2454,2542.17,1933.13,1886.27,1965.9,3772.69,3755.98,3908.68,2977.91,2652.34,3161.57,2119,1869,3544,2624,3467,2505,21720,12885,15081,14095,13355,15957,10705,9963,12511,12815,8779,11122,"nuoH","NADH-quinone oxidoreductase subunit NuoH [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00337;K00337","-","-","-"
"C2R79_RS07220",463.58,443.89,461.12,1046.94,1050.02,1052.83,1053.58,978.89,991.09,680.07,706.15,686.15,1702.66,1685.46,1742.91,1456.55,1402.18,1463.94,5053,4586,8629,7458,10490,7174,21430,13161,15055,12697,12802,14261,12371,11448,14285,16050,11884,13187,"sfrA","NADH-quinone oxidoreductase subunit G [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00336;K00336","-","-","-"
"C2R79_RS07225",66.45,62.65,69.45,197.94,188.7,164.34,860.29,719.62,782,415.86,423.88,429.54,1372.62,1325,1403.58,1034.42,874.58,1064.95,282,252,506,549,734,436,6813,3767,4625,3023,2992,3476,3883,3504,4479,4438,2886,3735,"--","NADH-quinone oxidoreductase subunit F [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00335;K00335","-","-","-"
"C2R79_RS07230",68.46,87.1,70.37,191.02,166.97,177.16,51.79,50.61,51.29,68.18,50.85,45.41,98.18,88.86,132.56,114.53,60.86,77.97,68,82,120,124,152,110,96,62,71,116,84,86,65,55,99,115,47,64,"--","NADH dehydrogenase I subunit E [Helicobacter pylori SouthAfrica7] [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00334;K00334","-","-","-"
"C2R79_RS07235",239.76,239.19,218.73,679.03,647.77,664.81,695.8,584.96,631.85,527.99,571.82,540.43,1137.75,1110.87,1174.06,1231.25,988.01,1261.35,1268,1199,1986,2347,3140,2198,6867,3816,4657,4783,5030,5450,4011,3661,4669,6583,4063,5513,"nuoD","NADH dehydrogenase (quinone) subunit D [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00333;K00333","GO:0016020//membrane","GO:0000166//nucleotide binding;GO:0003954//NADH dehydrogenase activity;GO:0048037//cofactor binding","GO:0044710//single-organism metabolic process;GO:0051234//establishment of localization"
"C2R79_RS07240",203.72,210.01,207.61,447.28,443.9,419.11,516.64,445.15,471.79,440.34,451.55,449.05,835.52,858.22,877.11,842.37,826.47,916.2,699,683,1223,1003,1396,899,3308,1884,2256,2588,2577,2938,1911,1835,2263,2922,2205,2598,"nuoC","NADH-quinone oxidoreductase subunit C [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00332;K00332","-","-","-"
"C2R79_RS07245",468.53,495.85,494.17,1113.54,1092.16,1109.88,1068.97,994.99,1004.42,609.02,725.36,711.22,1908.04,2122.7,1986.58,1522.18,1598.95,1567.74,967,970,1751,1502,2066,1432,4117,2533,2889,2153,2490,2799,2625,2730,3083,3176,2566,2674,"nuoB","NADH-quinone oxidoreductase subunit B [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00331;K00331","GO:0016020//membrane","GO:0046914//transition metal ion binding;GO:0048037//cofactor binding;GO:0050136//NADH dehydrogenase (quinone) activity;GO:0051536//iron-sulfur cluster binding","GO:0044710//single-organism metabolic process;GO:0051234//establishment of localization"
"C2R79_RS07250",259.76,249.03,250.38,646.21,571.87,611.72,409.85,431.51,450,252.64,313.4,300.06,876.59,844.86,794.78,592.87,666.66,624.44,449,408,743,730,906,661,1322,920,1084,748,901,989,1010,910,1033,1036,896,892,"nuoA","NAD(P)H-quinone oxidoreductase subunit 3 [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00190//Oxidative phosphorylation","K00330;K00330","-","-","-"
"C2R79_RS07255",92.69,86.06,80.49,161.43,132.76,146.65,736.22,641.61,715.42,161.95,166.17,152.02,772.63,767.54,813.58,305.07,295.2,306.71,275,242,410,313,361,272,4076,2348,2958,823,820,860,1528,1419,1815,915,681,752,"cobB","NAD-dependent deacylase [Helicobacter pylori]","-","-","-","-","GO:0044424//intracellular part","GO:0016811//hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides;GO:0033558//protein deacetylase activity;GO:0043168//anion binding","GO:0018205//peptidyl-lysine modification;GO:0035601//protein deacylation"
"C2R79_RS07260",12,15.83,18.06,41.33,37.65,22.4,131.06,109.89,113.05,47.3,39.09,39.87,123.8,154.91,149.66,89.55,88.12,98.65,24,30,62,54,69,28,489,271,315,162,130,152,165,193,225,181,137,163,"--","RDD family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07265",155.43,144.95,145.3,227.84,237.42,219.78,981.41,880.21,950.07,364.09,403.56,391.67,1033.46,986.64,986.07,542.11,503.93,538.23,405,358,650,388,567,358,4772,2829,3450,1625,1749,1946,1795,1602,1932,1428,1021,1159,"pyrE","orotate phosphoribosyltransferase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Nucleotide metabolism","ko01100//Metabolic pathways;ko00240//Pyrimidine metabolism","K00762;K00762","-","-","-"
